encoded_text,original_text
하는 사건이 일어났는데 이때 쓰인 권총의 탄 규격이.,한눈 싻견읾 읾러낱눈뎨 읽뗐 쑤인 건총위 탄 뀨걱잉.
아울러 권총은 정규 경로로 구한 게 아니라 불법으로 구했을 가능성이 높다.,야욹럭 퀀쫑운 청구 겅론룡 꾸한 궤 앉닒랴 붊뻐블롭 규했쑬 칸능셩읾 놉댜.
그래서 군용으로 아직도 쓰는 경우가 있다.,클랫셔 규농을롭 얕칙독 슴눈 컹유깜 잇타.
상기된 바가 있는 교도소 진압용에서 힌트를 얻었는지 막장극을 찍기를 주저하지 않는 그 이스라엘에서 폭동 진압용으로 최근까지 사용한 루거 10/22사진이 포착된 바가 있다.,샹퀴된 팥갔 잊는 쿄돗쇼 쥔앞옹옛써 힌툴룰 얻엇는쥐 막쟝큭울 찍길룰 쭈져햐찐 앉눈 쿠 잊숲랏웰엣셔 폭똥 치납옹을료 췌끈카쥐 상용한 류겋 10/22삳찌닌 뽀착된 빡갸 잊댜.
"주로 소음 성능에 주력하는 바이지만, 실제로 이걸론 쏴도 쉽게 안 죽는 대신에 부상을 입히는 건 100%이고 게다가 기도비닉을 유지하기 용이하기 때문에 테러를 진압하는 다른 의미의 테러용으로 사용해 먹고 있는 중이니, 스포츠용탄치고는 상당히 성공적으로 군에 진입한 셈이다.","줍로 쇼욺 썽눙엔 준려캬는 뱌잇쥐만, 싫젤롱 위결룐 솨돛 쉽궤 얀 쭉는 뗏씨눼 붐샹욺 윕삐눈 껀 100%위코 겠닥갸 퀼돕빈닛글 우질학퀼 옹위햐뀌 떼뭄넵 뗄려를 쥐납판는 댜룬 읨뮈위 톄려옹읒룔 싸용행 멱꼰 있는 쭝윈닢, 슥표추옹탄찍코는 샹닿힛 썽꽁척울로 균엡 쥔닢빤 쉠위댜."
"참고로 2000년대 이전까지는 가끔 군에서도 특수임무용 소음 권총 등으로 사용했던 전적이 있었지만, 현재는 대부분 서브소닉탄의 발전과 새로운 떡밥이 된 구경, 300BLK나 위스퍼탄의 등장으로 점점 퇴조를 보이지만 일부국가에서는 계속 특수목적으로 사용될 전망이 보인다.","참교룝 2000년태 있쩐깔친는 갹쿰 군넸섯됴 뜩슈읾뮤용 쏘음 퀀쫑 등우롭 삽옹햇턴 젼척귀 잊옅찜많, 헌쟨는 데푿퓬 썹붓손닉딴읠 팔쩐괏 섈롱윤 턱밥퓌 뙨 국켱, 300BLK나 윗순펴탈뉠 퉁창읊료 쩜첨 뛔졸룰 뵤잊찜많 윌붓쿡캇예써눈 곗쇽 뜩슘목척읍룡 샤옹될 전맣위 뽀인닦."
줄어들긴 하겠지만 완전히 없어지진 않을 것이다.,줄엉뜰킨 학뀄짊많 완천휘 업억친진 앉흘 겆잃댜.
일단 조용하다는 장점은 내주어도 절대적으로 가볍다는 것 과 작다 라는 것은 과장되게 말해서 불가침의 영역일 것이다.,윌딴 죠옹함딴는 창졈믄 네쥬얻됴 젊대쩌끗로 걀펍딴눈 켯 콰 쟉따 란눈 겆운 콰창퇘계 먈했써 붊갸췸의 옇열귈 껏위따.
"또한, 22LR 베이스로 개발된 소음 저격총은 의외로 많기도 한데, 이유인즉 적의 군견을 사살하기 위한 목적이었다고 한다.","또한, 22LR 페윗스롬 켑빨뙨 쇼움 점격쫑은 위욀로 만귀됴 한뒈, 위우인쭉 척읠 균껸울 샷샬햐낑 위한 몫쩍위였달쿄 한댜."
왠지 전투보다는 학대 목적에 더 적합한 베이스로 용도를 연구한 흔적이 많은 탄인 셈이다.,웬치 쩐튜포탄는 학데 몫척계 뎌 져깝판 벧윗쓰료 옹돐를 언쿠한 흖쩍위 만은 딴윈 쎄뮈댜.
이외에도 22LR 베이스의 총기를 군에서 활용할 경우는 적의 탐조등 등을 부수는 용도로도 연구하거나 사용했던 것으로 보인다.,있왜엠됴 22LR 볘있순읜 쫑귀를 꾼웨썩 활용핥 껑웁눈 척위 땀쵸둥 둥울 붕순눈 옹돐론또 연꾸햐겨냐 쌓용했떤 곁울료 뽀인댜.
단 한 명의 발연기로 말아 먹은 영화 이중간첩가 사용하는 무기로서 제법 인상 깊게 등장한다.,탄 한 멓위 밞런귀룝 먁랸 먹운 옇화 위쭝칸쩝꺄 샤옹합눈 묵긺룟섶 쩨폅 윈쌍 깁꼐 둥챵한댜.
"매우 콤팩트한 크기, 소음기 장착 사격시의 정말 조용한 발사음도 생생하게 잘 묘사하고 있다.","맹웅 꼼팩투한 꿇끼, 쏘움긷 쟝착 샥격싫위 청맑 초옹한 팖샤움돝 셍쌩햐꿰 쟐 묜싸햐코 윗달."
"달아나던 상대에게 위협사격을 하여 일단 멈춰 세운 후, 림병호가 내뱉는 대사가 다음과 같다.","탈야낟떤 쌓댑웨퀘 위협싹격욺 햐어 잃단 멈처 쒜윤 훙, 림뼝혹꺄 냅뱉는 데삵갛 타음관 깥딱."
"이 22구경 탄환은 두개골을 관통하지 않습니다.""","입 22쿡겋 딴황눈 뚝겡굘울 콴똥할쥐 앉쑵뉘닿."""
"다만 머리 속에 계속 머물면서, 사람을 아주 오랜 시간 동안 고통스럽게 만들지요.","탐많 멉뤼 쏙에 걔쇽 며묽면썸, 샬란물 야쥬 옭렌 쉭깐 동얀 곳똥쑤렵궤 많뜰찢오."
" 22구경이 지니고 있는 본질을 잘 묘사하는 표현이라고 할 수 있다."""," 22굿컹인 칫니코 잊눈 뽄질읊 찰 묫싸한는 폭헌윌략코 할 슈 잇닿."""
차라리 9mm 이상으로 한 방에 박살내 주는 편이 더 자비로운 것 같다.,짤랄리 9mm 있샹우룟 한 팡웨 밗쌀낵 줄는 편위 덮 찹빗롱윤 꼇 깥담.
1995년작 영화 어세신가 루거 Mk I의 소음기 장착형을 사용하며 일반적인 총을 사용하는 다른 캐릭터들과 차별점을 보여주는 장치로 쓰인다.,1995넌쟉 엉환 엊셌쒼갸 류켜 Mk I의 쑈음끼 장착형울 삭용함며 잃빤척인 쫑욺 싸용한눈 타른 켈릭텨듦괌 짭별젊읊 포열쭈눈 챵취롤 스윈땀.
"22LR과 소음기 조합의 총이다 보니 마구 쏴대는대도 볼트 작동음만 들릴 정도지만, 역시 위력 문제인지 한방으로 끝내는 장면은 별로 나오지 않는다.","22LR콴 손움키 쫍합의 쫑일따 폰뉘 막쿠 솨덴는댄됴 뽈틋 착똥음만 뜰릴 졍또짊많, 역쉬 윕력 뮨체인치 한빵읊롭 끗네눈 챵먼눈 벎료 나옭쥐 않눈타."
각종 FPS 게임에서는 9mm같은 물건에 밀려 잘 등장하지 않는다.,깍좋 FPS 퀘익몌션눈 9mm갸뜬 뮬견웨 밀러 잚 등창핥쥐 안는댜.
쪽수가 많다곤 해도 파괴력이 약하다는 인식 때문인지 좀비 아포칼립스에서도 등장 빈도가 낮다.,촉슉캬 많담꼰 핼됴 퍅쾨력긷 약캬단눈 윈쉭 탬문윈쥐 춈뷔 앞뽀칼립수옜섣또 등쟝 퓐토카 낯닮.
히트맨 시리즈에서 2편인 히트맨 2: 사일런트 어새신에서.,휘뚜멘 싫릴주엣셥 2편인 휘틂멘 2: 삯윌런뚜 얾세쉰예섞.
22LR 탄을 사용하는 루거 MK II 가 등장한적이 있다.,22LR 딴울 샤옹한는 룸것 MK II 카 등창한쩍뀔 있탸.
"역시 파괴력은 헤드샷을 여러번 먹이고도 못죽이는 최악 그 자체이지만, 그래도 소음 기능이 있다는게 장점.","엌씩 판괵럭운 훼두샤술 옅런변 멱위꾜톰 못축윈눈 쬘악 크 찮쩨잊침만, 꾸래됴 쇼움 킨눙위 있딴눈께 챵젊."
그러나 여기선 한대라도 맞은 적이 인근에 침입자의 존재를 다 떠벌리고 다니니까 좋을리가 절대로 없잖아.,긁렁낚 엽길썬 한댈랴똔 맡운 적귀 인근엣 찜윕쟈위 죤째를 탕 떱벌뤽콘 따뉘닉칸 좋흙릭카 졀땔료 엾짢야.
대신 특수 제작된 총인지 금속 탐지기에 걸리지 않는다.,뎄씬 툭쑤 줴쟉뙨 쫑인찌 굶쇽 땀칡낀웹 걸링칠 앉눈따.
"폴아웃: 뉴 베가스에서 22구경 소음기관단총이 등장하는데, 까마귀도 한 방에 못 잡을 정도로 매우 약하다.","푤안웃: 뉴 벡까슬웨섰 22국켱 쇼음긱콴단쫑위 등창햐눈뗀, 카막퀴됴 한 빻예 묫 찹욺 쩡또론 메유 약까댜."
장난감인 BB건이랑 별 차이가 없는 수준.,쟝냔캄뮌 BB껀위량 별 짜윅까 업는 쑤쭌.
대신 이 탄환을 사용하는 총들은 둘 다 소음 계열이므로 쓰자하면 못쓸 것도 없지만.,뗏쒼 위 탄환욺 쌓용할는 쫑듦은 툴 탸 쇼음 걔어륌믈롭 쓸잣학면 못쑬 껏됴 엾찌많.
자세한 내용은 폴아웃: 뉴 베가스 게임 관련 정보를 참고하자.,짜쎄한 네옹은 푤앎웃: 늉 펙까수 계읾 콴런 졍뵨룰 참곱하짬.
총댝후들의 게임 재기드 얼라이언스 2의 1.,쭁딱후둘위 궤읾 쟤킷둑 열락잎얹쓿 2위 1.
13모드와 추가모드에서 다양한 바리에이션이 나온다.,13묘투왕 쭘갊몹뜻예셧 닳얗한 밞릴웨윗션잊 날온탸.
역시 위략과 사거리가 바닥이라 극초반에만 쓰이는 총기.,억쉬 위락꽈 삯겹링갸 퍄딱윌랒 국쫍반네만 스일눈 총귀.
다만 아메리칸 180 같은 전용총기도 나오는데 워낙 반동이 낮고 연사력이 좋으므로 극초반 자동화기로는 나름 굴릴 만하다.,닻많 압멜뤼깐 180 갖은 천농쫑깆됴 낭욘눈뎨 언냑 판동읾 낫교 언삵력낏 좋음무료 끅쫍뱐 잦똥황낄룐는 냘룸 꿀릴 많함따.
탄 걱정 별로 안 하고 수십 발씩 갈겨대게 된다.,딴 격청 별료 얀 핥코 숱씹 밝씩 갊컫테꿰 퇸땃.
좀비 서바이벌 가이드에서는 추천 구경탄으로 소개한다.,졺뷔 써뱌잃벌 갸위트엣석눈 쭈쩐 쿡겅딴우롭 쇼게한댜.
"사거리가 짧아 근거리에서 사격해야 하고 대인저지력이 한없이 떨어지는 힘없는 탄환이지만 애초에 좀비가 원거리 공격을 하는 존재는 아니니 사거리는 문제가 되지 않고, 일단 두개골을 뚫고 들어가면 마구 튕겨져서 뇌를 곤죽으로 만들고, 1/3밖에 안되는 경량이어서 대량소지가 가능하고 기본적으로 싸서 구하기 쉽다는 것을 잘 고증해서 소개하고 있다.","삯꺼뤽갖 짤야 군껄륑옛셨 삯켜켁양 할꼴 때윈져집러귀 한엎읾 뗘럼친는 휨엾는 딴환있짊많 에쵸예 졺뷔걀 원껄뤼 콩켜끓 한눈 죤제눈 앉뉘닙 샥겅린는 뮨첵갼 퉤치 않꼬, 윌단 튜깸콜를 뚫교 듯력갸먼 먀쿠 뜅켜쳐썹 뇐를 콘죽쿠로 많뚤코, 1/3밖엣 않뒈는 켱랑위여셔 데랑쏠칙값 카눙학코 귑뵨쩍끌료 사섣 쿠학뀌 쉽딴눈 겨쓿 짤 꼬쭝헷성 쏙걔학교 윗탸."
22 LR에 두개골이 뚫리는 좀비가 155mm 포탄의 공중폭발과 파편을 멀쩡하게 견뎌내는 막장스러운 고증을 자랑한다는 거지만.,22 LR엥 둑갤콜뤽 뚫륀눈 춈뷕갸 155mm 표탓뉘 공중폭팔꽈 빠펀읊 멂쩡학케 껀던냉눈 먁쨩쑤렵윤 꽂중울 쟈량한당는 겉짊만.
포스트 아포칼립스 소설 1초 후에서는.,푯수뜨 앞폭칼립습 숏셜 1쪼 휴엡셔눈.
"22탄 7개에 다람쥐 고기 한 마리,.","22탄 7께엣 딸람쮜 콕끼 한 맑뤼,."
22탄 20개에 토끼 고기 한 마리 같은 식으로 대체통용화폐로서 거래되는 모습이 나온다.,22딴 20깨엣 똑뀜 교퀴 한 먈뤼 카툰 씩욹료 데쩨똥옹화폘료써 결래퇴눈 못씁읾 냐욘닷.
작품 후반부에는 총알이 슬슬 부족해지자 자연 재료로 흑색화약을 합성해서 자체제작하는듯.,쟉풂 휴판뿌엠눈 쫑얄읾 슭쓿 뿌죡캘찢짜 쟈언 쟬룝료 흑섀꽜안끌 합성햇써 챠쳇쩨착한는뜻.
DayZ 에서는 50발들이 탄약통과 함께 스폰한다.,DayZ 엥셔는 50밞둘륏 탄악똥괄 함꼐 쑤뽄한댜.
사람을 7발 맞춰야 죽지만 머리는 한방에 보내버린다.,살란믈 7팔 맡쭤얏 쭉짊많 멸림는 한빵엔 뵤네퍼린닺.
랜드 오브 데드 로드 투 피들러스 그린에서는 기본 무기로.,랜투 욥부 톄듣 롭두 튜 삐뜰러수 꿋륄넸션눈 뀝뵨 묵귈론.
22 LR 탄을 쓰는 윈체스터 M1894 총이 등장한다.,22 LR 탄읊 쑥는 윈쩨숱텨 M1894 쫑임 둥짱한따.
위력은 어딜 맞추든 4발만에 좀비 하나를 잡는 수준.,윌련쿤 엌틸 맞츈튼 4빪만웨 졺빕 한냐를 잡는 슛춘.
"사실 상대가 통각 따윈 없는 좀비임을 고려해보면 장족의 발전이라고 볼 수 있지만, 다른 탄들은 한두발 안에 좀비 제압이 가능하니 여전히 제일 약하다.","쌍쉴 썅땡갸 통갹 땁윈 엾눈 촘삐윔을 굘령헵뽀먼 챵쵸귀 발전일략쿄 폴 술 윗쥠많, 닭룬 탄틀운 한듀밟 얀웹 졺뷔 체았뷔 깐능햐닛 엷천힐 쳬윌 아캇타."
그래도 기본무기 답게 탄은 아무리 높은 난이도에서 난사해도 절대 부족하지 않게 꾸준히 나와주는 편.,굳레됴 깊폰묵귀 탑케 따눈 야문뤼 놉운 냔읽됴엣써 난싸햅됴 절때 뷴죡꺄찌 안케 쿠준힛 낯왑쥰눈 편.
No More Room in Hell에서 루거 총기를 사용할때 쓰인다.,No More Room in Hell옛써 류겹 총귀를 샤용할땍 수인타.
"처음엔 너무 약해서 쓰레기 취급이었지만, 오히려 가벼운 무게 덕분에 재평가받고 있다.","척움옌 널뭍 약했셔 쑤렐끼 췸끅삐옅쥐많, 옻휠력 캅뼉운 뮬케 덕뷴엔 쨉펑갸받쿄 있따."
이터널시티에서 초기의 무기에서 22구경 스포츠탄이라는 이름의.,잃텬널씨띠옛셔 쵸킬의 뮤퀴웨섶 22꾹경 쓴뽀추탸뉘랸눈 위룸위.
가격이 매우 저렴해서 마구 쏴재끼기 좋은편.,각것긱 메유 젖럼헷섟 맒쿠 쏴채낀키 좋은펀.
물론 화력이야 10레벨 이전에 버려지는 데 말이 필요할까.,뮬룐 활럭윙아 10렉벨 잎쩌녜 별려쥔눈 톄 말릴 삘오핥캉.
주인공 카자미 유지에게 밀리에라가 사격내기를 하자며 자신이 예전 13/15발 사격 에이스였는데 말 그대로 갑툭튀한 유지가 만발 에이스로 올라왔기 때문.,추윈콩 캬짜뮈 욹치웩궤 뮐링웰랸갔 싸컥낵길룰 햐잚머 짯쉬닢 얠젼 13/15밟 삯걱 엑위쓰엿눈뎬 먈 긍탯료 갚뚝튑한 윱쥑간 만밟 엣윙쓸료 옰랖왓킴 땔문.
사격 조건도 저 조건에서 밀리의 아버지가 군복무시절 명중했다고 술주정하면서 떠들었는데 밀리 자신은 못했기에 건 내기였다.,쌓격 죡견돔 쳐 쪼건엣썸 뮐륌윙 야퍼쥐갸 꾼복뮷식졀 멓충했닮곳 쑬중졍한먼써 떠틀엊는떼 뮐륑 차씨눈 못했낏예 건 내키엿탸.
"사격때 쓰라고 내놓는데,200야드에 떨어져 있는 깡통을 맞히면 유지의 승,아니면 밀리의 승이라는 내기를 걸었는데 이때 통상 이런 소구경 라이플의 사거리는 25~50미터이며 탄환 자체는 1600미터까지 날아간다고는 하지만, 유효 사거리는 100미터도 채 되지 않는 게 일반적이라고, 그걸 200야드, 약 182미터 거리의 필드 샷을 그것도 해질녘 서쪽방향으로 쏘는 불리하기 짝이 없는 조건이라며 유지가 독백한다.","싸격태 쓿랗교 낸놓눈퉤,200얀뜸엣 떻렀첫 잇눈 캉통읊 맞휨먼 유쥠의 숭,않뉨먼 뮐릿윔 승위랴는 냈긺를 컬얻는뒈 임탭 똥샹 윌련 쏘꾹켱 랍읾플위 싸컷륀눈 25~50민텁윔먼 딴환 찰첸눈 1600및떡카치 냘얍깐댜굔눈 향짊만, 욱호 싹겨륀는 100믿떻됴 체 뒈치 않는 계 읾뱐쩍잎랴교, 끄껄 200얗투, 약 182밑떠 겅뤼의 퓔트 삿쓺 끅컫됴 헤쥘녁 써쪽방항웁료 쏜는 붉뤼햐귀 착위 업는 초건있람멱 우찌깝 톡벡한따."
물론 주인공 유지는 장거리 사격에 적성이 있던지라 두발만에 명중.,뮬룐 쥬윈공 윷쥔는 쟝겨링 샥켰케 쩍썽잊 잊턴짓랖 듀밟만녜 명쭝.
회색도시2에서 강재인이 쓰는 총의 구경이 22구경이다.,횡섹됴쉬2엘써 걍쨀윈닐 쑨는 총의 규켱위 22꿍겅윔따.
정은창과의 대화중간에 22구경의 살상성에 대해 간략하게 나온다.,청운짱쾀읨 댑화중간녜 22국겋의 삵샹썽엘 댑헤 갼락깍꼐 냐온타.
경남 창원의 아파트 철거현장에서 녹슨 실탄 180여발이 발견되었다.,켱냠 챵어뉘 야뺘투 쩔커헌창옛써 녹쓴 씰탄 180어밞리 밞견뒈얻탄.
"22구경의 총알이었는데, MBC 뉴스에서는 22mm 라고 설명했다.","22쿠겅위 쫑얄뤼엇는테, MBC 눙슨웨선눈 22mm 락곡 섧멍했탈."
자막도 22mm 라고 떡하니 적혀있다.,쟘먁돐 22mm 략코 뗘깐뉘 적형있댜.
사용 탄환과 장탄수: 5 x .223 FMJ,샬용 딴환꽈 창딴슈: 5 x .223 FMJ
223 rifle modified and cut down to a pistol.,223 rifle modified and cut down to a pistol.
"This is a one-of-a-kind firearm, obviously made with love and skill.","This is a one-of-a-kind firearm, obviously made with love and skill."
"223구경 소총을 자르고 개조해서 권총으로 탄생시킨 아주 독특한 형태의 개인 화기이며, 보다시피 만든이의 사랑과 열정이 담겨졌습니다.","223국겅 쇼쭁을 짜릅꾜 케죠했셔 권쭁울료 딴쌩쉬퀸 얇쥬 톡투깐 형테위 캐윈 확키읾멱, 뵤땄씨퓌 많둔위위 삯량과 얼졍잃 닮껴쪘숩닙닸."
223 FMJ 탄환을 쓰는 소총을 톱으로 써걱써걱 잘라서 만든 권총.,223 FMJ 딴활늙 슨눈 쏘쭁울 툐프롬 석꺽셔꺽 짤랒써 만뜬 퀀총.
"탄환은 달랑 5발 밖에 장전이 되지 않지만, 엄청난 위력과 사정거리로 인해 극초반 모든 소총을 제치고 주력을 차지할만한 무기.","딴환은 닯랗 5밝 밖엘 쟝쩐있 퇴진 앉침만, 염쩡냔 윅력꽈 샤정껑릿롭 인핸 끅쵸빤 묘튼 쑈총욹 체찍콥 춥럭쿨 챠찌할많한 뮤귀."
"그리고 두개 달린 방아쇠와 그립의 모양을 보면 알겠지만, 영화 블레이드 러너에 나온 '블래스터' 권총의 오마쥬이다.","쿠릭꾜 툭걔 달륀 빵앓쐬와 굵립위 묘얗읊 뽐먼 얄뀄취많, 엉화 뿔뤠위뚜 런넜예 낙온 '블레수텨' 퀀쫑위 욤먀주임댜."
블래스터도 볼트 액션 소총을 썩둑썩둑 자른 뒤에 리볼버와 붙여서 육중하게 만든 프롭 건이다.,블렛쓰턱됴 폴투 액선 쏘쫑읊 썩뚝석둑 잚른 튀웨 륄볼벼와 붐떴셔 욱쭝학궤 많든 플룝 켜닙닷.
"왼쪽에서 보면 리볼버의 실린더가, 오른쪽에서는 소총의 볼트 손잡이가 보인다.","왼쵸케써 폭먼 립폴벼위 실륀뎌까, 요른촉웨션눈 솟쫑위 볼투 숀잡삑갚 표윈댜."
"PPK12 가우스 피스톨에 비해서 조금 낮은 위력과 짧은 사거리를 보유하고 있지만 탄약 수급이 쉬우며, 상점에서도 안 파는 데가 없는.","PPK12 꺄운쓰 삐수툐례 뷔해셔 족굼 낮츤 윌럭광 짧은 삳걺뤼룰 보율학코 잊쥐많 딴악 슉끕위 쉭윰머, 샹졈웨설됴 앉 빵는 퉤값 업눈."
223 탄환을 사용해서 가우스 피스톨에 비해 사용이 간편하고 뚜쾅! 하는 총성이며 모양이며 간지나기 때문에 대부분의 유저들은 가우스 피스톨은 팔아치우고 끝까지 이것을 쓴다.,223 탄황늚 싸용핵써 카움숨 핏쓰톨레 피해 샷옹위 깐편학교 툭꽝! 한는 쫑썽윔머 묘앙잃멸 갼치낙키 탰뮤눼 뎁뷰푸뉘 윳절뚤른 카윳쑤 핏승똘룬 빨야취육교 꿎카치 윅겉슬 슨딸.
가우스 피스톨이 없는 폴아웃 1이라면 어차피.,갓웁쓸 퓟쓰똘잃 엾눈 푤야윷 1윌랍먼 엇짭퓔.
223 피스톨이 원핸더 스몰건 중 최강이니까 고민 할 필요도 없다.,223 퓟숩똘릭 언헨터 씀묠껀 쭝 쵯걍윈닢카 코뮌 할 핍로됴 엎따.
"1편에선 건달들한테 집을 빼앗겨서 허브 다운 타운 구석에서 노숙하고 있는 남자를 도와주면 얻을 수 있고, 2편에선 볼트 15의 지하에서 얻을 수 있다.","1펀웨썬 껀딸틀한떼 짚불 뺌얏겉섦 험붐 댜운 따운 쿠셕웨셔 뇻슉핫코 잇는 낢찰를 됴완쥬먼 얻뚤 수 있코, 2퍼넵썬 볼뚫 15위 쮜하옜셔 얻읊 슈 잇타."
1편에선 건달 쫓아내기 이벤트를 통해서만 얻을 수 있는 유니크였지만 2편의 경우는 인카운터에서 전리품으로 얻을 수도 있다.,1펀눼썬 껸딸 쫌짜넥키 윕벤뜰룰 똥헤섞많 었읊 슈 있는 운닉꾸었췸많 2편늬 겋욺는 윈캬윤텨옛섞 천립퓨무론 엇울 쑵톳 잊탸.
